"hpi_type","hpi_flavor","level","place_name","place_id","yr","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","quarter_2","quarter_3","quarter_4","quarter_1"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2002",,,,,,,,,,,,,"152.27","154.63","155.77","147.08"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2003",,,,,,,,,,,,,"161.92","165.45","167.86","157.88"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2004",,,,,,,,,,,,,"173.59","176.80","177.69","169.26"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2005",,,,,,,,,,,,,"185.98","191.49","193.35","181.57"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2006",,,,,,,,,,,,,"199.30","199.20","198.32","193.69"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2007",,,,,,,,,,,,,"197.55","197.99","190.11","199.48"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2008",,,,,,,,,,,,,"177.19","175.53","165.72","184.74"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2009",,,,,,,,,,,,,"156.43","160.35","150.78","171.36"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2010",,,,,,,,,,,,,"153.06","147.28","144.45","147.89"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2011",,,,,,,,,,,,,"128.78","135.98","128.46","130.91"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2012",,,,,,,,,,,,,"131.77","132.47","131.40","128.23"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2013",,,,,,,,,,,,,"138.58","143.84","140.38","132.93"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2014",,,,,,,,,,,,,"146.12","151.54","145.78","137.73"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2015",,,,,,,,,,,,,"154.35","153.42","155.34","145.30"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2016",,,,,,,,,,,,,"160.64","162.38","162.47","152.55"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2017",,,,,,,,,,,,,"167.42","169.86","171.43","163.95"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2018",,,,,,,,,,,,,"177.57","178.05","174.32","172.07"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2019",,,,,,,,,,,,,"180.17","184.23","180.11","176.16"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2020",,,,,,,,,,,,,"187.90","192.53","199.01","179.37"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2021",,,,,,,,,,,,,"215.83","221.97","224.60","201.82"
"traditional","purchase-only","MSA","Elgin, IL (MSAD)","20994","2022",,,,,,,,,,,,,"246.87","245.19",,"232.84"
"traditional","purchase-only","MSA","El Paso, TX","21340","1991",,,,,,,,,,,,,"102.76","101.00","103.26","100.00"
"traditional","purchase-only","MSA","El Paso, TX","21340","1992",,,,,,,,,,,,,"103.48","105.71","106.57","103.93"
"traditional","purchase-only","MSA","El Paso, TX","21340","1993",,,,,,,,,,,,,"107.77","108.86","109.56","106.43"
"traditional","purchase-only","MSA","El Paso, TX","21340","1994",,,,,,,,,,,,,"111.84","114.41","114.85","111.49"
"traditional","purchase-only","MSA","El Paso, TX","21340","1995",,,,,,,,,,,,,"117.40","116.48","115.08","114.67"
"traditional","purchase-only","MSA","El Paso, TX","21340","1996",,,,,,,,,,,,,"116.01","114.64","112.42","115.19"
"traditional","purchase-only","MSA","El Paso, TX","21340","1997",,,,,,,,,,,,,"113.88","113.47","112.32","114.12"
"traditional","purchase-only","MSA","El Paso, TX","21340","1998",,,,,,,,,,,,,"112.89","114.77","113.53","114.55"
"traditional","purchase-only","MSA","El Paso, TX","21340","1999",,,,,,,,,,,,,"118.72","120.68","118.21","118.28"
"traditional","purchase-only","MSA","El Paso, TX","21340","2000",,,,,,,,,,,,,"119.59","120.19","121.30","116.72"
"traditional","purchase-only","MSA","El Paso, TX","21340","2001",,,,,,,,,,,,,"121.74","125.21","123.62","119.98"
"traditional","purchase-only","MSA","El Paso, TX","21340","2002",,,,,,,,,,,,,"126.13","127.32","129.81","124.23"
"traditional","purchase-only","MSA","El Paso, TX","21340","2003",,,,,,,,,,,,,"131.96","134.54","139.83","130.82"
"traditional","purchase-only","MSA","El Paso, TX","21340","2004",,,,,,,,,,,,,"142.67","145.88","144.26","142.51"
"traditional","purchase-only","MSA","El Paso, TX","21340","2005",,,,,,,,,,,,,"153.43","159.81","164.17","150.10"
"traditional","purchase-only","MSA","El Paso, TX","21340","2006",,,,,,,,,,,,,"179.10","183.31","187.81","173.88"
"traditional","purchase-only","MSA","El Paso, TX","21340","2007",,,,,,,,,,,,,"197.48","195.60","193.61","193.18"
"traditional","purchase-only","MSA","El Paso, TX","21340","2008",,,,,,,,,,,,,"188.19","188.73","181.74","194.65"
"traditional","purchase-only","MSA","El Paso, TX","21340","2009",,,,,,,,,,,,,"182.14","173.85","175.55","176.45"
"traditional","purchase-only","MSA","El Paso, TX","21340","2010",,,,,,,,,,,,,"182.56","177.71","174.95","175.39"
"traditional","purchase-only","MSA","El Paso, TX","21340","2011",,,,,,,,,,,,,"171.84","173.56","178.73","182.28"
"traditional","purchase-only","MSA","El Paso, TX","21340","2012",,,,,,,,,,,,,"172.56","178.13","178.53","170.10"
"traditional","purchase-only","MSA","El Paso, TX","21340","2013",,,,,,,,,,,,,"179.89","182.49","178.08","170.15"
"traditional","purchase-only","MSA","El Paso, TX","21340","2014",,,,,,,,,,,,,"175.85","180.76","175.01","177.47"
"traditional","purchase-only","MSA","El Paso, TX","21340","2015",,,,,,,,,,,,,"176.87","179.82","184.31","180.53"
"traditional","purchase-only","MSA","El Paso, TX","21340","2016",,,,,,,,,,,,,"184.75","185.58","187.02","176.71"
"traditional","purchase-only","MSA","El Paso, TX","21340","2017",,,,,,,,,,,,,"190.66","192.07","193.35","187.23"
"traditional","purchase-only","MSA","El Paso, TX","21340","2018",,,,,,,,,,,,,"195.13","200.86","193.38","195.60"
"traditional","purchase-only","MSA","El Paso, TX","21340","2019",,,,,,,,,,,,,"206.22","204.01","207.21","205.57"
"traditional","purchase-only","MSA","El Paso, TX","21340","2020",,,,,,,,,,,,,"214.96","223.41","230.80","212.47"
"traditional","purchase-only","MSA","El Paso, TX","21340","2021",,,,,,,,,,,,,"243.11","259.96","274.69","247.21"
"traditional","purchase-only","MSA","El Paso, TX","21340","2022",,,,,,,,,,,,,"297.33","306.38",,"279.84"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1991",,,,,,,,,,,,,"99.75","98.57","100.15","100.00"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1992",,,,,,,,,,,,,"101.27","101.16","102.01","100.49"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1993",,,,,,,,,,,,,"103.05","103.64","105.06","101.96"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1994",,,,,,,,,,,,,"106.89","108.61","108.23","105.83"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1995",,,,,,,,,,,,,"109.56","111.61","110.62","109.35"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1996",,,,,,,,,,,,,"112.09","111.64","111.20","111.19"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1997",,,,,,,,,,,,,"112.52","112.35","113.49","110.91"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1998",,,,,,,,,,,,,"115.50","116.57","117.93","114.41"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","1999",,,,,,,,,,,,,"120.92","122.29","125.13","118.56"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2000",,,,,,,,,,,,,"131.42","134.86","139.53","128.23"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2001",,,,,,,,,,,,,"149.49","154.60","160.99","143.21"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2002",,,,,,,,,,,,,"171.88","177.88","185.99","166.28"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2003",,,,,,,,,,,,,"198.67","206.31","214.18","191.09"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2004",,,,,,,,,,,,,"239.44","253.21","267.09","224.33"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2005",,,,,,,,,,,,,"306.25","332.59","352.88","282.92"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2006",,,,,,,,,,,,,"346.65","344.22","344.63","351.49"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2007",,,,,,,,,,,,,"328.87","315.70","301.18","344.87"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2008",,,,,,,,,,,,,"240.50","222.59","206.65","267.90"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2009",,,,,,,,,,,,,"177.15","191.25","190.96","194.11"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2010",,,,,,,,,,,,,"193.29","189.45","181.98","190.78"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2011",,,,,,,,,,,,,"179.29","177.49","184.87","175.66"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2012",,,,,,,,,,,,,"195.34","200.79","202.20","185.33"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2013",,,,,,,,,,,,,"217.77","231.99","240.83","209.07"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2014",,,,,,,,,,,,,"243.25","249.62","250.27","239.00"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2015",,,,,,,,,,,,,"257.37","267.77","271.91","256.19"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2016",,,,,,,,,,,,,"283.84","288.52","288.81","275.89"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2017",,,,,,,,,,,,,"305.50","312.07","317.39","295.33"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2018",,,,,,,,,,,,,"327.98","332.82","331.53","321.63"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2019",,,,,,,,,,,,,"340.36","347.25","347.65","334.34"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2020",,,,,,,,,,,,,"358.21","374.60","389.60","361.46"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2021",,,,,,,,,,,,,"429.61","458.66","473.50","403.71"
"traditional","purchase-only","MSA","Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)","22744","2022",,,,,,,,,,,,,"545.62","563.98",,"512.66"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1991",,,,,,,,,,,,,"100.04","100.18","99.59","100.00"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1992",,,,,,,,,,,,,"100.27","100.54","102.20","100.11"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1993",,,,,,,,,,,,,"102.62","103.66","103.90","101.27"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1994",,,,,,,,,,,,,"106.07","106.10","107.56","105.33"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1995",,,,,,,,,,,,,"108.49","109.24","108.77","107.19"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1996",,,,,,,,,,,,,"111.70","112.63","111.63","110.79"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1997",,,,,,,,,,,,,"114.07","114.72","115.81","112.60"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1998",,,,,,,,,,,,,"119.14","120.43","121.21","117.41"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","1999",,,,,,,,,,,,,"125.84","127.64","128.50","122.37"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2000",,,,,,,,,,,,,"133.07","134.39","136.80","130.76"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2001",,,,,,,,,,,,,"140.45","141.41","141.90","136.67"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2002",,,,,,,,,,,,,"146.02","146.45","146.62","141.87"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2003",,,,,,,,,,,,,"148.39","149.52","148.62","146.76"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2004",,,,,,,,,,,,,"151.98","151.61","153.80","148.13"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2005",,,,,,,,,,,,,"155.80","158.68","159.05","152.89"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2006",,,,,,,,,,,,,"162.89","163.94","164.91","160.50"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2007",,,,,,,,,,,,,"166.53","168.48","166.94","165.40"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2008",,,,,,,,,,,,,"167.53","164.90","162.40","164.64"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2009",,,,,,,,,,,,,"166.78","167.28","166.48","161.64"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2010",,,,,,,,,,,,,"167.76","165.05","160.47","159.77"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2011",,,,,,,,,,,,,"159.85","163.50","161.72","158.57"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2012",,,,,,,,,,,,,"166.41","169.91","169.00","164.17"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2013",,,,,,,,,,,,,"178.31","181.11","180.88","170.99"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2014",,,,,,,,,,,,,"189.83","192.75","192.49","183.67"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2015",,,,,,,,,,,,,"204.52","209.47","210.68","197.97"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2016",,,,,,,,,,,,,"223.51","229.05","230.72","213.49"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2017",,,,,,,,,,,,,"246.62","250.17","253.20","236.12"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2018",,,,,,,,,,,,,"266.07","266.96","269.18","261.24"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2019",,,,,,,,,,,,,"279.12","279.89","284.58","274.17"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2020",,,,,,,,,,,,,"293.06","301.01","309.36","285.41"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2021",,,,,,,,,,,,,"346.36","363.61","374.44","320.18"
"traditional","purchase-only","MSA","Fort Worth-Arlington-Grapevine, TX (MSAD)","23104","2022",,,,,,,,,,,,,"429.24","421.30",,"395.55"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1991",,,,,,,,,,,,,"100.84","100.27","101.85","100.00"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1992",,,,,,,,,,,,,"101.72","102.28","102.17","102.02"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1993",,,,,,,,,,,,,"101.83","102.52","101.40","101.85"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1994",,,,,,,,,,,,,"101.90","103.04","101.30","100.51"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1995",,,,,,,,,,,,,"99.49","100.51","99.91","101.25"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1996",,,,,,,,,,,,,"100.15","99.57","100.12","99.92"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1997",,,,,,,,,,,,,"100.17","99.95","100.06","99.46"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1998",,,,,,,,,,,,,"102.75","102.23","104.24","101.59"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","1999",,,,,,,,,,,,,"108.95","109.52","111.36","106.10"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2000",,,,,,,,,,,,,"117.50","120.05","122.30","112.53"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2001",,,,,,,,,,,,,"133.45","137.59","140.95","126.76"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2002",,,,,,,,,,,,,"154.04","162.17","164.83","144.46"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2003",,,,,,,,,,,,,"179.76","185.84","190.42","167.64"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2004",,,,,,,,,,,,,"211.71","220.83","227.83","198.92"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2005",,,,,,,,,,,,,"257.46","264.81","265.15","243.33"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2006",,,,,,,,,,,,,"281.70","272.84","267.74","270.04"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2007",,,,,,,,,,,,,"268.34","260.70","255.26","269.20"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2008",,,,,,,,,,,,,"233.70","228.80","214.04","242.15"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2009",,,,,,,,,,,,,"214.77","215.84","212.37","205.40"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2010",,,,,,,,,,,,,"220.55","217.39","214.43","212.51"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2011",,,,,,,,,,,,,"217.88","213.61","212.15","207.70"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2012",,,,,,,,,,,,,"218.82","217.79","218.76","201.36"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2013",,,,,,,,,,,,,"229.51","230.42","230.71","218.44"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2014",,,,,,,,,,,,,"237.66","234.30","232.17","226.83"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2015",,,,,,,,,,,,,"241.15","233.16","232.07","230.41"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2016",,,,,,,,,,,,,"248.74","239.01","244.99","235.70"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2017",,,,,,,,,,,,,"255.81","255.80","254.11","245.94"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2018",,,,,,,,,,,,,"264.01","268.21","259.12","258.88"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2019",,,,,,,,,,,,,"271.39","271.78","269.22","260.70"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2020",,,,,,,,,,,,,"279.55","287.51","298.64","271.84"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2021",,,,,,,,,,,,,"322.20","324.04","327.65","313.41"
"traditional","purchase-only","MSA","Frederick-Gaithersburg-Rockville, MD (MSAD)","23224","2022",,,,,,,,,,,,,"355.95","351.06",,"350.86"
"traditional","purchase-only","MSA","Fresno, CA","23420","1991",,,,,,,,,,,,,"100.50","101.01","102.75","100.00"
"traditional","purchase-only","MSA","Fresno, CA","23420","1992",,,,,,,,,,,,,"102.92","103.67","102.54","101.64"
"traditional","purchase-only","MSA","Fresno, CA","23420","1993",,,,,,,,,,,,,"101.00","101.51","100.66","102.64"
"traditional","purchase-only","MSA","Fresno, CA","23420","1994",,,,,,,,,,,,,"100.92","100.93","101.63","101.15"
"traditional","purchase-only","MSA","Fresno, CA","23420","1995",,,,,,,,,,,,,"98.64","98.36","97.68","98.00"
"traditional","purchase-only","MSA","Fresno, CA","23420","1996",,,,,,,,,,,,,"97.74","96.86","97.13","97.19"
"traditional","purchase-only","MSA","Fresno, CA","23420","1997",,,,,,,,,,,,,"93.89","94.58","93.81","94.17"
"traditional","purchase-only","MSA","Fresno, CA","23420","1998",,,,,,,,,,,,,"96.39","96.29","97.13","95.48"
"traditional","purchase-only","MSA","Fresno, CA","23420","1999",,,,,,,,,,,,,"99.87","99.89","101.14","99.04"
"traditional","purchase-only","MSA","Fresno, CA","23420","2000",,,,,,,,,,,,,"105.98","106.42","109.11","102.49"
"traditional","purchase-only","MSA","Fresno, CA","23420","2001",,,,,,,,,,,,,"115.05","117.46","120.17","110.27"
"traditional","purchase-only","MSA","Fresno, CA","23420","2002",,,,,,,,,,,,,"130.18","139.35","145.02","123.78"
"traditional","purchase-only","MSA","Fresno, CA","23420","2003",,,,,,,,,,,,,"161.39","169.78","178.85","151.23"
"traditional","purchase-only","MSA","Fresno, CA","23420","2004",,,,,,,,,,,,,"201.37","211.90","223.00","184.21"
"traditional","purchase-only","MSA","Fresno, CA","23420","2005",,,,,,,,,,,,,"250.43","262.04","270.93","234.13"
"traditional","purchase-only","MSA","Fresno, CA","23420","2006",,,,,,,,,,,,,"274.71","270.52","265.77","271.88"
"traditional","purchase-only","MSA","Fresno, CA","23420","2007",,,,,,,,,,,,,"259.96","248.07","224.35","265.65"
"traditional","purchase-only","MSA","Fresno, CA","23420","2008",,,,,,,,,,,,,"194.71","182.91","170.94","205.32"
"traditional","purchase-only","MSA","Fresno, CA","23420","2009",,,,,,,,,,,,,"159.05","155.08","160.68","160.42"
"traditional","purchase-only","MSA","Fresno, CA","23420","2010",,,,,,,,,,,,,"158.48","153.69","148.90","156.12"
"traditional","purchase-only","MSA","Fresno, CA","23420","2011",,,,,,,,,,,,,"138.70","140.26","141.43","144.58"
"traditional","purchase-only","MSA","Fresno, CA","23420","2012",,,,,,,,,,,,,"148.01","151.49","157.26","140.69"
"traditional","purchase-only","MSA","Fresno, CA","23420","2013",,,,,,,,,,,,,"167.43","175.97","177.03","158.94"
"traditional","purchase-only","MSA","Fresno, CA","23420","2014",,,,,,,,,,,,,"180.78","185.19","185.33","179.36"
"traditional","purchase-only","MSA","Fresno, CA","23420","2015",,,,,,,,,,,,,"191.68","194.39","195.27","188.71"
"traditional","purchase-only","MSA","Fresno, CA","23420","2016",,,,,,,,,,,,,"201.76","207.25","209.30","197.91"
"traditional","purchase-only","MSA","Fresno, CA","23420","2017",,,,,,,,,,,,,"218.50","225.01","226.15","212.22"
"traditional","purchase-only","MSA","Fresno, CA","23420","2018",,,,,,,,,,,,,"232.93","238.44","238.10","227.43"
"traditional","purchase-only","MSA","Fresno, CA","23420","2019",,,,,,,,,,,,,"241.31","247.12","246.75","238.13"
"traditional","purchase-only","MSA","Fresno, CA","23420","2020",,,,,,,,,,,,,"254.28","265.32","274.75","252.04"
"traditional","purchase-only","MSA","Fresno, CA","23420","2021",,,,,,,,,,,,,"304.69","318.37","333.24","284.75"
"traditional","purchase-only","MSA","Fresno, CA","23420","2022",,,,,,,,,,,,,"362.98","355.65",,"346.11"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1991",,,,,,,,,,,,,"101.93","103.66","105.61","100.00"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1992",,,,,,,,,,,,,"108.18","110.22","110.91","106.17"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1993",,,,,,,,,,,,,"115.88","117.40","117.10","110.53"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1994",,,,,,,,,,,,,"121.82","123.76","122.19","118.61"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1995",,,,,,,,,,,,,"124.14","125.24","127.18","123.68"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1996",,,,,,,,,,,,,"131.07","130.39","128.25","128.93"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1997",,,,,,,,,,,,,"130.98","131.38","131.35","128.93"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1998",,,,,,,,,,,,,"135.86","135.43","137.77","131.85"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","1999",,,,,,,,,,,,,"139.14","138.78","141.00","136.75"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2000",,,,,,,,,,,,,"143.97","143.59","143.20","142.89"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2001",,,,,,,,,,,,,"147.18","146.97","148.50","144.62"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2002",,,,,,,,,,,,,"152.15","150.43","151.54","148.60"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2003",,,,,,,,,,,,,"156.22","159.48","160.52","154.30"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2004",,,,,,,,,,,,,"164.18","167.31","167.13","158.45"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2005",,,,,,,,,,,,,"173.41","174.25","177.17","168.99"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2006",,,,,,,,,,,,,"184.79","184.60","182.97","176.21"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2007",,,,,,,,,,,,,"189.70","189.71","185.86","183.05"
