"hpi_type","hpi_flavor","level","place_name","place_id","yr","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","quarter_2","quarter_3","quarter_4","quarter_1"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1991","100.00","100.91","101.30","101.69","102.32","102.77","102.97","103.14","102.84","103.08","103.97","103.74","101.32","102.01","102.66","100.00"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1992","103.86","104.34","105.52","105.91","106.52","106.92","107.13","107.58","107.57","108.17","108.40","108.75","105.48","106.47","107.41","103.74"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1993","108.46","108.31","109.27","110.22","110.84","111.92","112.15","112.62","113.11","113.23","113.55","113.79","110.04","111.53","112.43","107.76"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1994","114.01","114.39","115.14","116.33","117.16","117.88","117.91","118.36","118.37","118.98","119.14","118.88","116.00","117.11","117.88","113.54"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1995","119.08","119.96","120.46","121.68","122.02","123.21","123.68","124.27","124.51","124.76","124.69","125.09","121.27","122.98","123.64","118.90"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1996","124.86","125.92","126.74","128.28","128.97","129.49","130.09","129.83","130.04","129.89","130.68","130.49","127.69","128.74","129.10","124.81"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1997","129.93","130.62","131.80","132.17","133.57","134.01","134.37","134.58","134.47","134.85","134.76","134.62","132.05","133.19","133.45","129.66"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1998","134.60","135.72","136.57","137.32","138.41","139.34","139.71","140.08","140.56","141.14","141.45","141.34","137.11","138.75","139.92","134.52"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","1999","141.36","142.52","143.48","144.27","146.02","146.72","147.50","148.19","148.17","148.58","148.29","148.52","144.35","146.47","147.01","141.28"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2000","149.69","149.23","151.27","152.31","153.51","154.86","155.66","155.79","155.93","156.09","155.93","156.31","152.19","154.26","154.57","148.86"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2001","156.41","157.45","158.58","159.81","161.19","161.97","162.62","162.91","163.27","163.99","163.44","163.35","159.51","161.33","161.95","156.17"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2002","163.70","164.18","165.71","166.59","168.11","169.36","169.86","170.28","170.64","170.68","171.16","170.58","166.42","168.54","169.18","163.09"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2003","171.09","171.67","172.77","174.23","175.96","176.74","177.68","178.29","178.36","178.82","178.68","178.85","174.00","176.30","176.99","170.21"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2004","177.77","179.61","180.75","182.34","184.20","185.39","186.12","186.65","186.15","186.62","186.34","186.02","182.22","184.48","184.44","177.84"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2005","185.92","185.69","188.00","190.03","191.62","192.42","192.94","193.04","193.68","193.43","192.43","191.34","189.62","191.27","190.55","184.87"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2006","190.99","191.52","192.39","194.59","195.97","195.92","195.94","195.36","194.47","193.37","191.44","191.21","193.61","193.27","190.22","189.90"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2007","191.09","190.80","191.81","192.46","193.73","193.76","192.20","191.61","189.08","187.09","185.20","182.59","191.40","189.15","183.38","189.34"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2008","180.39","180.57","180.40","180.03","180.90","180.79","179.48","178.30","174.32","173.34","169.64","168.03","178.65","175.62","168.88","178.61"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2009","170.29","169.59","168.87","168.99","172.79","172.02","170.66","170.13","169.44","167.79","168.64","164.29","169.51","168.24","165.19","167.53"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2010","163.00","162.56","163.37","165.23","168.22","166.98","166.03","166.31","163.26","164.51","163.09","158.82","164.86","163.20","160.11","161.15"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2011","156.97","155.80","153.35","155.69","159.11","160.82","162.36","159.95","159.61","157.23","159.29","156.12","156.72","158.62","155.53","153.27"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2012","153.93","153.99","156.06","159.06","162.82","164.14","164.26","164.54","163.68","163.04","161.83","160.01","160.05","161.94","159.46","152.83"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2013","159.87","160.70","163.64","166.93","169.98","172.31","173.53","173.12","172.40","170.95","170.52","169.58","167.76","170.66","168.11","159.58"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2014","168.39","168.90","171.27","174.49","176.31","178.61","179.71","179.64","178.50","178.01","176.89","176.58","174.28","176.87","174.89","167.50"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2015","174.09","176.39","178.68","181.31","184.56","187.39","186.67","185.18","185.64","184.97","185.11","183.65","182.19","183.36","181.93","174.39"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2016","182.68","182.71","186.69","189.41","192.31","195.24","195.59","196.22","195.43","194.92","194.43","193.98","189.92","193.00","191.77","181.87"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2017","192.32","194.75","198.63","200.89","203.56","205.36","206.41","206.65","206.00","205.71","205.42","205.28","200.67","203.46","202.59","193.13"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2018","205.50","208.02","210.47","213.46","215.86","218.52","218.63","218.79","218.63","218.64","217.01","216.00","213.12","215.56","214.23","205.46"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2019","215.62","218.88","221.28","224.61","227.44","229.63","230.09","230.05","230.14","229.33","230.29","228.55","224.25","226.79","226.12","216.10"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2020","228.84","232.60","235.82","238.13","239.39","242.88","246.22","248.59","251.73","253.70","254.63","255.53","237.03","245.25","250.99","229.65"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2021","256.86","260.41","265.98","272.21","278.14","284.21","286.31","286.37","288.40","289.56","290.63","292.15","274.58","282.85","286.56","257.79"
"traditional","purchase-only","USA or Census Division","East North Central Division","DV_ENC","2022","294.80","300.65","307.23","313.82","320.11","321.03","320.08","316.97","318.21","315.12","313.82",,"314.01","313.85",,"297.30"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1991","100.00","101.01","100.87","100.81","101.14","102.01","101.88","101.73","101.99","101.93","102.73","103.40","100.50","100.88","101.84","100.00"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1992","103.32","104.47","104.24","103.76","104.50","104.72","105.23","106.30","106.66","106.91","106.88","106.92","103.46","105.12","105.90","103.27"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1993","106.96","106.95","108.41","108.76","109.16","109.57","109.96","110.89","111.83","111.33","112.20","112.25","108.22","109.77","110.87","106.60"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1994","112.76","114.04","114.14","115.19","115.59","116.24","116.46","117.27","116.92","117.54","118.34","117.86","114.56","115.87","116.64","112.69"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1995","117.66","119.17","119.66","119.37","119.95","121.72","122.08","122.10","122.45","123.20","123.45","123.65","119.43","120.99","122.12","117.88"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1996","123.75","123.68","124.50","125.40","126.26","126.63","127.64","127.69","127.72","128.22","128.06","128.39","124.82","126.40","126.83","122.78"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1997","128.40","129.78","129.73","130.43","130.28","131.22","131.55","131.85","131.37","131.29","131.99","132.17","129.39","130.22","130.39","128.05"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1998","132.79","132.78","134.02","134.66","135.52","136.49","136.26","136.42","137.49","137.30","138.37","138.35","134.13","135.24","136.55","131.84"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","1999","138.87","139.49","140.35","140.64","141.49","141.99","142.27","142.59","143.16","142.69","143.64","143.79","139.91","141.15","141.82","138.14"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2000","144.54","144.49","144.77","146.14","146.25","147.19","147.50","147.09","147.18","147.29","147.72","146.81","144.98","145.63","145.79","143.09"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2001","148.06","148.33","148.65","149.29","150.54","150.95","150.90","151.30","151.62","152.66","152.13","152.06","148.66","149.52","150.56","146.71"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2002","153.00","151.95","153.65","153.63","154.43","155.44","155.51","156.84","156.18","157.48","157.29","157.29","152.82","154.32","155.57","151.18"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2003","157.86","158.87","158.96","159.99","160.61","162.14","162.44","163.24","163.65","163.87","163.17","163.98","159.15","161.20","161.84","156.76"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2004","164.45","165.55","165.51","166.96","167.99","170.26","170.97","171.42","171.20","171.62","171.59","173.46","166.53","169.22","170.16","163.30"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2005","173.16","174.51","176.01","177.36","178.48","180.12","181.54","182.25","182.53","183.71","185.40","186.32","176.52","179.89","182.79","172.74"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2006","187.49","187.73","189.35","191.18","192.96","194.18","194.54","195.05","195.07","194.96","195.92","196.61","190.50","192.62","193.50","185.95"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2007","195.67","197.40","198.68","200.99","201.23","202.34","201.50","200.59","201.23","199.60","199.76","198.76","199.24","198.55","196.77","195.26"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2008","195.33","197.16","197.00","197.83","198.98","198.45","197.00","195.66","194.42","192.98","191.84","189.42","195.73","193.13","189.07","194.22"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2009","189.43","189.45","189.15","190.04","191.26","194.26","191.73","191.74","188.35","191.34","190.13","186.75","189.25","187.92","186.58","186.56"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2010","186.24","184.51","184.06","186.45","188.80","186.50","186.91","185.82","184.22","183.32","183.32","178.21","184.26","182.62","178.88","181.69"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2011","179.12","177.98","176.17","178.89","180.50","181.12","183.37","182.51","180.00","178.64","178.98","181.41","177.17","178.78","176.45","174.47"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2012","176.01","177.53","181.04","182.34","185.49","186.49","185.80","184.75","184.21","184.82","184.22","184.03","181.23","181.13","180.74","175.11"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2013","182.94","184.32","187.22","189.23","191.59","193.62","191.58","190.84","194.26","191.44","189.45","189.76","187.46","187.90","186.26","181.52"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2014","188.83","190.43","191.73","194.21","196.04","197.61","197.61","197.19","196.43","196.18","197.67","195.72","191.86","192.56","192.18","186.53"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2015","197.86","196.23","201.01","203.41","203.73","204.77","204.67","205.75","204.94","205.00","205.34","206.13","199.30","200.62","200.87","194.03"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2016","207.22","205.41","208.95","211.27","213.54","214.28","215.82","215.94","216.11","214.83","215.64","218.20","208.17","210.71","211.03","202.53"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2017","213.88","217.72","221.17","222.11","224.80","227.05","228.75","227.65","226.67","228.41","227.38","227.85","219.50","222.43","222.44","212.84"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2018","229.08","230.45","233.71","233.49","239.00","240.24","240.05","240.62","239.27","240.58","242.44","241.14","231.67","234.18","235.82","225.72"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2019","242.03","243.97","246.02","248.95","250.65","253.50","254.54","252.77","255.18","255.01","253.45","257.05","244.89","247.66","249.21","238.05"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2020","258.03","260.46","262.75","264.94","266.30","269.10","273.85","275.83","279.25","281.64","283.30","286.80","260.26","269.16","276.61","254.17"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2021","288.57","292.35","297.64","304.54","311.14","317.42","323.76","326.87","329.38","334.26","339.46","340.95","303.48","318.62","329.37","285.42"
"traditional","purchase-only","USA or Census Division","East South Central Division","DV_ESC","2022","346.37","352.23","360.07","364.00","371.06","375.66","377.05","373.21","377.00","373.93","370.11",,"361.14","365.59",,"344.22"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1991","100.00","100.15","100.07","99.60","99.72","99.86","100.33","99.81","100.39","100.22","101.12","100.86","99.70","100.07","100.70","100.00"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1992","100.85","101.87","101.53","101.26","100.97","101.35","101.57","101.55","102.28","102.57","103.13","101.69","101.19","101.72","102.41","101.37"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1993","100.99","100.48","100.87","101.81","102.42","102.65","102.43","102.68","102.40","102.67","102.54","102.04","102.30","102.46","102.38","100.79"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1994","102.39","101.25","101.73","101.94","102.67","103.04","103.36","103.29","102.23","102.54","101.72","100.41","102.55","102.97","101.52","101.77"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1995","100.41","100.42","101.14","101.66","101.83","102.61","102.73","103.58","102.31","101.83","101.57","101.65","102.08","102.82","101.62","100.68"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1996","101.40","101.30","102.40","102.20","103.16","103.55","103.69","103.86","102.86","102.62","102.77","102.15","102.92","103.43","102.44","101.72"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1997","102.22","101.99","102.52","103.10","104.45","104.42","104.78","105.07","104.17","105.31","103.93","104.44","104.00","104.63","104.50","102.18"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1998","104.08","104.32","105.80","106.33","107.05","108.77","108.80","109.46","109.52","109.40","109.54","110.13","107.47","109.16","109.60","104.68"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","1999","110.56","110.04","110.74","111.78","113.24","115.40","116.24","116.72","116.44","117.23","117.31","117.27","113.67","116.34","117.10","110.31"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2000","119.03","117.72","119.35","120.58","121.66","123.93","124.64","125.13","126.26","126.22","127.23","127.66","122.20","125.17","126.92","118.65"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2001","128.04","128.49","129.74","130.69","132.45","135.13","136.02","137.55","138.16","138.36","139.49","139.28","132.91","137.01","138.88","128.66"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2002","140.66","140.99","142.75","144.34","146.95","149.30","150.98","152.56","153.47","154.29","154.96","156.47","146.89","152.08","155.06","141.37"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2003","157.43","158.59","159.14","161.04","163.44","165.67","167.30","169.45","170.87","170.93","172.12","173.54","163.43","168.96","172.01","158.27"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2004","174.33","176.26","176.56","179.52","182.68","186.09","187.62","188.79","189.68","192.06","193.40","194.18","182.82","188.37","192.90","175.56"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2005","195.47","195.33","197.75","199.93","201.73","205.80","209.65","210.69","211.95","212.03","212.95","212.70","202.61","210.39","212.09","195.81"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2006","214.24","212.94","215.16","216.22","217.70","219.41","217.87","219.92","218.11","218.36","217.49","215.67","217.71","218.46","216.88","213.83"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2007","216.51","216.10","217.85","220.49","220.44","221.38","220.64","220.37","218.42","218.56","216.53","215.75","220.49","219.45","216.67","216.62"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2008","214.71","213.59","213.70","211.74","214.02","212.76","212.30","211.18","210.40","207.51","205.97","202.80","212.54","210.99","205.14","213.37"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2009","202.56","203.16","203.31","202.35","203.63","202.87","203.69","204.08","201.50","202.87","201.53","201.36","202.54","202.54","201.14","202.39"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2010","200.34","201.14","199.78","199.17","201.47","202.90","202.05","200.21","198.69","200.56","198.25","195.57","200.85","199.52","197.45","199.76"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2011","193.82","192.95","191.65","194.48","193.80","195.98","196.38","195.32","193.87","192.36","189.96","189.35","194.39","194.43","189.86","192.31"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2012","189.83","187.22","189.93","190.59","193.16","195.26","194.60","194.50","194.73","192.11","193.24","192.56","192.67","193.76","191.99","188.42"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2013","191.10","191.91","192.85","195.16","197.92","200.40","201.35","200.08","198.70","198.86","198.43","196.03","197.36","199.32","196.99","191.31"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2014","196.10","194.54","195.97","198.30","201.44","204.02","203.46","203.76","200.93","201.36","201.07","201.35","200.91","201.94","200.57","194.91"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2015","199.40","198.60","201.49","202.28","205.91","207.97","209.20","208.99","207.24","207.17","206.14","205.56","205.00","207.55","205.39","199.29"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2016","204.04","205.24","206.81","208.43","212.67","215.51","215.69","215.51","214.92","215.08","215.04","214.21","212.02","214.42","213.75","204.71"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2017","213.40","213.87","215.04","218.57","221.31","223.84","225.29","226.14","225.95","225.09","224.30","224.51","220.53","224.81","223.71","213.18"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2018","225.50","225.42","229.77","230.02","233.12","235.33","236.68","235.48","235.34","234.16","236.17","235.36","232.12","235.03","234.30","225.90"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2019","236.18","235.46","237.36","239.61","243.16","244.29","245.35","245.82","245.41","246.18","246.97","247.30","241.48","244.34","245.43","235.55"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2020","248.02","249.56","251.10","253.34","255.11","256.23","260.43","265.08","269.13","272.06","274.97","276.35","253.85","263.78","273.17","248.59"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2021","279.54","279.97","286.01","293.87","299.71","302.27","306.92","305.95","308.20","311.41","312.96","314.37","297.26","305.54","311.45","280.57"
"traditional","purchase-only","USA or Census Division","Middle Atlantic Division","DV_MA","2022","318.46","323.86","329.46","336.14","341.92","345.36","343.45","338.88","339.71","339.26","339.94",,"339.93","339.01",,"322.45"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1991","100.00","98.39","100.26","100.31","100.69","102.05","101.53","101.78","101.96","103.01","103.96","103.74","101.28","101.85","103.70","100.00"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1992","104.40","105.11","105.54","105.88","106.58","107.53","107.47","108.57","108.70","110.05","110.37","111.24","106.75","108.45","110.65","105.18"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1993","111.71","111.82","112.09","113.95","115.03","116.25","116.96","118.50","119.54","120.33","121.14","121.80","115.29","118.41","121.15","111.96"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1994","122.28","123.39","124.47","125.98","127.76","128.79","129.16","130.17","130.51","131.21","131.24","131.85","127.54","129.95","131.42","123.56"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1995","131.39","132.54","132.76","134.24","134.72","136.15","136.67","137.31","137.93","137.63","137.53","138.38","135.08","137.29","137.78","132.35"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1996","138.14","138.56","139.95","141.27","141.47","142.08","142.95","142.68","143.09","143.16","142.98","142.66","141.52","142.80","142.93","139.02"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1997","143.17","143.51","144.68","145.68","146.10","146.37","146.86","147.32","147.32","147.62","147.33","147.59","145.96","147.03","147.31","143.78"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1998","147.47","148.59","149.48","151.04","151.50","152.11","152.67","153.39","153.61","154.24","154.21","154.51","151.40","152.98","154.14","148.53"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","1999","154.58","155.61","157.96","158.12","159.37","160.28","160.93","161.84","162.99","162.52","163.14","163.18","159.07","161.64","162.75","155.99"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2000","163.99","164.44","166.13","167.16","168.07","169.70","170.05","170.63","170.56","171.50","172.25","172.34","168.13","170.12","171.63","164.77"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2001","173.67","174.90","176.06","177.04","178.75","179.70","179.68","180.39","179.96","180.54","181.44","181.22","178.24","179.71","180.82","174.76"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2002","181.75","182.86","184.25","185.47","186.27","187.36","188.13","189.83","189.39","190.70","190.93","191.77","186.08","188.74","190.72","182.68"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2003","191.81","192.53","194.40","196.11","197.17","198.66","200.29","201.07","202.75","203.28","203.75","205.34","196.87","200.76","203.65","192.60"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2004","206.93","207.70","210.60","214.87","216.59","221.00","223.17","224.62","227.99","228.31","230.58","231.90","217.14","224.74","229.66","208.23"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2005","233.52","239.00","242.36","248.17","252.43","256.73","259.67","264.13","267.00","269.47","270.77","272.33","252.16","262.93","270.35","238.35"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2006","273.79","277.07","280.06","281.64","285.32","286.64","286.52","287.63","286.27","288.81","288.98","288.13","284.63","286.22","288.45","277.16"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2007","287.36","287.88","290.97","292.75","292.33","293.84","292.36","290.21","286.35","281.89","279.16","274.29","292.60","289.15","278.13","288.82"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2008","270.83","272.76","269.95","266.50","266.01","262.87","258.75","254.97","251.01","243.91","237.53","237.08","264.53","254.44","239.12","270.65"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2009","237.61","237.09","229.61","230.95","230.97","229.96","229.44","227.50","224.58","224.67","224.10","219.23","229.74","226.57","221.49","233.29"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2010","219.99","218.58","217.47","220.10","219.75","216.98","215.82","214.17","210.45","210.65","205.38","203.61","217.16","212.06","205.07","217.37"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2011","203.57","198.08","196.86","197.26","199.29","200.16","200.94","199.82","201.55","198.68","198.88","200.05","197.59","199.17","197.33","197.81"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2012","198.18","200.43","204.42","208.81","213.93","219.03","220.55","220.18","221.33","221.37","223.24","223.00","212.17","218.77","220.63","199.65"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2013","225.04","226.93","231.46","236.57","240.29","243.81","245.33","245.58","246.07","248.41","245.27","244.91","238.01","243.33","243.87","225.96"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2014","247.35","250.44","249.68","253.47","256.19","259.51","258.25","260.09","259.60","259.74","260.17","261.80","253.80","256.49","257.64","246.63"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2015","263.44","266.45","267.11","270.91","275.01","277.26","281.07","279.64","280.19","279.27","283.47","280.77","271.59","277.31","277.98","263.02"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2016","282.02","285.51","290.21","292.55","296.71","299.15","299.31","300.57","300.91","303.25","302.89","303.93","292.82","296.67","299.81","283.08"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2017","304.25","308.49","312.99","316.07","320.86","322.63","324.30","325.35","325.89","327.47","331.44","330.32","316.09","321.38","325.56","305.37"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2018","333.05","337.54","342.36","344.97","349.36","353.82","353.52","354.40","355.36","355.35","357.38","355.55","345.12","349.75","351.75","334.14"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2019","359.24","360.07","363.90","371.73","373.58","375.34","378.89","377.60","379.86","380.40","381.39","384.77","368.74","373.61","377.15","356.59"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2020","386.90","392.51","397.39","399.57","399.60","404.68","411.41","415.78","423.90","428.72","434.42","439.09","396.19","411.24","428.12","388.09"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2021","443.72","454.41","466.68","481.76","493.07","506.19","515.80","521.84","525.28","530.31","535.07","541.64","486.96","514.18","527.98","450.10"
"traditional","purchase-only","USA or Census Division","Mountain Division","DV_MT","2022","548.59","565.15","582.76","595.66","602.95","597.72","593.07","578.83","574.49","572.52","563.92",,"590.65","574.51",,"559.28"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1991","100.00","101.70","101.48","100.96","99.70","99.10","99.07","98.30","99.86","99.17","98.12","98.98","98.68","97.75","97.64","100.00"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1992","99.72","99.71","99.61","98.42","97.43","96.93","97.12","98.15","98.27","98.45","99.39","97.66","96.35","96.54","97.17","98.36"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1993","96.53","94.53","95.62","96.36","96.37","97.50","97.21","96.95","96.82","95.71","97.09","97.07","95.44","95.56","95.25","94.20"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1994","95.94","95.99","97.64","96.62","97.25","98.71","98.05","97.51","97.63","97.02","97.07","96.92","95.99","96.26","95.55","95.21"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1995","96.22","96.03","96.68","96.95","97.79","98.66","99.01","98.89","98.33","98.41","98.16","97.90","96.32","97.09","96.50","94.74"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1996","99.97","98.74","98.82","99.23","100.44","101.51","101.17","101.33","101.59","100.91","100.42","100.94","98.65","99.47","98.90","97.38"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1997","101.19","99.92","100.86","102.48","102.89","104.21","104.18","104.67","104.10","105.24","105.13","105.40","101.31","102.35","103.27","98.87"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1998","104.00","106.48","106.61","108.07","109.25","111.26","111.58","112.25","113.09","112.80","114.23","114.12","107.51","110.00","111.41","103.91"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","1999","114.42","114.92","115.95","117.75","119.39","121.51","122.71","123.57","124.36","124.63","124.60","126.10","117.45","120.93","122.49","112.84"
